window_id,source_clip_id,source_path,category,coarse_class,subject,window_start_frame,window_end_frame,output_path
train_002033_unknown_mixed_002835_003603_w000147_000192,train_002033_unknown_mixed_002835_003603,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,unknown_mixed,other,bk,147,192,windows/train/unknown_mixed/train_002033_unknown_mixed_002835_003603_w000147_000192.npz
train_002033_run_001153_001460_w000000_000045,train_002033_run_001153_001460,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,0,45,windows/train/run/train_002033_run_001153_001460_w000000_000045.npz
train_002033_run_001943_002185_w000000_000045,train_002033_run_001943_002185,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,0,45,windows/train/run/train_002033_run_001943_002185_w000000_000045.npz
train_002033_run_005050_005300_w000000_000045,train_002033_run_005050_005300,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,0,45,windows/train/run/train_002033_run_005050_005300_w000000_000045.npz
train_002033_run_001153_001460_w000015_000060,train_002033_run_001153_001460,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,15,60,windows/train/run/train_002033_run_001153_001460_w000015_000060.npz
train_002033_run_001943_002185_w000015_000060,train_002033_run_001943_002185,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,15,60,windows/train/run/train_002033_run_001943_002185_w000015_000060.npz
train_002033_run_005050_005300_w000015_000060,train_002033_run_005050_005300,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,15,60,windows/train/run/train_002033_run_005050_005300_w000015_000060.npz
train_002033_run_001943_002185_w000016_000061,train_002033_run_001943_002185,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,16,61,windows/train/run/train_002033_run_001943_002185_w000016_000061.npz
train_002033_run_004320_004563_w000016_000061,train_002033_run_004320_004563,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,16,61,windows/train/run/train_002033_run_004320_004563_w000016_000061.npz
train_002033_run_001153_001460_w000030_000075,train_002033_run_001153_001460,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,30,75,windows/train/run/train_002033_run_001153_001460_w000030_000075.npz
train_002033_run_001153_001460_w000032_000077,train_002033_run_001153_001460,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,run,run,bk,32,77,windows/train/run/train_002033_run_001153_001460_w000032_000077.npz
train_002033_walk_000475_000865_w000000_000045,train_002033_walk_000475_000865,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_002033_walk_000475_000865_w000000_000045.npz
train_002033_walk_003603_003945_w000000_000045,train_002033_walk_003603_003945,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_002033_walk_003603_003945_w000000_000045.npz
train_002033_walk_006353_006530_w000000_000045,train_002033_walk_006353_006530,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_002033_walk_006353_006530_w000000_000045.npz
train_002033_walk_000475_000865_w000015_000060,train_002033_walk_000475_000865,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_002033_walk_000475_000865_w000015_000060.npz
train_002033_walk_003603_003945_w000015_000060,train_002033_walk_003603_003945,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_002033_walk_003603_003945_w000015_000060.npz
train_002033_walk_005700_005985_w000027_000072,train_002033_walk_005700_005985,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,27,72,windows/train/walk/train_002033_walk_005700_005985_w000027_000072.npz
train_002033_walk_002513_002835_w000030_000075,train_002033_walk_002513_002835,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_002033_walk_002513_002835_w000030_000075.npz
train_002033_walk_003603_003945_w000030_000075,train_002033_walk_003603_003945,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_002033_walk_003603_003945_w000030_000075.npz
train_002033_walk_003603_003945_w000041_000086,train_002033_walk_003603_003945,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,41,86,windows/train/walk/train_002033_walk_003603_003945_w000041_000086.npz
train_002033_walk_000475_000865_w000053_000098,train_002033_walk_000475_000865,MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npz,walk,walk,bk,53,98,windows/train/walk/train_002033_walk_000475_000865_w000053_000098.npz
train_007261_unknown_mixed_000000_000425_w000000_000045,train_007261_unknown_mixed_000000_000425,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_007261_unknown_mixed_000000_000425_w000000_000045.npz
train_007261_unknown_mixed_001740_002270_w000000_000045,train_007261_unknown_mixed_001740_002270,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_007261_unknown_mixed_001740_002270_w000000_000045.npz
train_007261_unknown_mixed_000613_000983_w000015_000060,train_007261_unknown_mixed_000613_000983,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_007261_unknown_mixed_000613_000983_w000015_000060.npz
train_007261_unknown_mixed_002423_002815_w000015_000060,train_007261_unknown_mixed_002423_002815,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_007261_unknown_mixed_002423_002815_w000015_000060.npz
train_007261_unknown_mixed_001193_001533_w000030_000075,train_007261_unknown_mixed_001193_001533,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_007261_unknown_mixed_001193_001533_w000030_000075.npz
train_007261_unknown_mixed_002423_002815_w000030_000075,train_007261_unknown_mixed_002423_002815,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_007261_unknown_mixed_002423_002815_w000030_000075.npz
train_007261_unknown_mixed_000613_000983_w000045_000090,train_007261_unknown_mixed_000613_000983,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_007261_unknown_mixed_000613_000983_w000045_000090.npz
train_007261_unknown_mixed_000613_000983_w000048_000093,train_007261_unknown_mixed_000613_000983,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,48,93,windows/train/unknown_mixed/train_007261_unknown_mixed_000613_000983_w000048_000093.npz
train_007261_unknown_mixed_001740_002270_w000060_000105,train_007261_unknown_mixed_001740_002270,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,60,105,windows/train/unknown_mixed/train_007261_unknown_mixed_001740_002270_w000060_000105.npz
train_007261_unknown_mixed_001740_002270_w000088_000133,train_007261_unknown_mixed_001740_002270,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,unknown_mixed,other,bk,88,133,windows/train/unknown_mixed/train_007261_unknown_mixed_001740_002270_w000088_000133.npz
train_007261_walk_000425_000613_w000000_000045,train_007261_walk_000425_000613,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_007261_walk_000425_000613_w000000_000045.npz
train_007261_walk_000983_001193_w000000_000045,train_007261_walk_000983_001193,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_007261_walk_000983_001193_w000000_000045.npz
train_007261_walk_001533_001740_w000000_000045,train_007261_walk_001533_001740,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_007261_walk_001533_001740_w000000_000045.npz
train_007261_walk_002815_003043_w000000_000045,train_007261_walk_002815_003043,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_007261_walk_002815_003043_w000000_000045.npz
train_007261_walk_000425_000613_w000002_000047,train_007261_walk_000425_000613,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,2,47,windows/train/walk/train_007261_walk_000425_000613_w000002_000047.npz
train_007261_walk_001533_001740_w000007_000052,train_007261_walk_001533_001740,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,7,52,windows/train/walk/train_007261_walk_001533_001740_w000007_000052.npz
train_007261_walk_000983_001193_w000008_000053,train_007261_walk_000983_001193,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,8,53,windows/train/walk/train_007261_walk_000983_001193_w000008_000053.npz
train_007261_walk_002815_003043_w000012_000057,train_007261_walk_002815_003043,MPI_HDM05/bk/HDM_bk_02-01_01_120_poses.npz,walk,walk,bk,12,57,windows/train/walk/train_007261_walk_002815_003043_w000012_000057.npz
train_005238_unknown_mixed_000728_001035_w000000_000045,train_005238_unknown_mixed_000728_001035,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_005238_unknown_mixed_000728_001035_w000000_000045.npz
train_005238_unknown_mixed_001705_002215_w000000_000045,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000000_000045.npz
train_005238_unknown_mixed_003508_003714_w000000_000045,train_005238_unknown_mixed_003508_003714,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_005238_unknown_mixed_003508_003714_w000000_000045.npz
train_005238_unknown_mixed_000728_001035_w000015_000060,train_005238_unknown_mixed_000728_001035,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_005238_unknown_mixed_000728_001035_w000015_000060.npz
train_005238_unknown_mixed_001705_002215_w000015_000060,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000015_000060.npz
train_005238_unknown_mixed_001223_001515_w000028_000073,train_005238_unknown_mixed_001223_001515,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,28,73,windows/train/unknown_mixed/train_005238_unknown_mixed_001223_001515_w000028_000073.npz
train_005238_unknown_mixed_001705_002215_w000030_000075,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000030_000075.npz
train_005238_unknown_mixed_001705_002215_w000045_000090,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000045_000090.npz
train_005238_unknown_mixed_001705_002215_w000060_000105,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,60,105,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000060_000105.npz
train_005238_unknown_mixed_001705_002215_w000083_000128,train_005238_unknown_mixed_001705_002215,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,unknown_mixed,other,bk,83,128,windows/train/unknown_mixed/train_005238_unknown_mixed_001705_002215_w000083_000128.npz
train_005238_walk_000393_000728_w000000_000045,train_005238_walk_000393_000728,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_005238_walk_000393_000728_w000000_000045.npz
train_005238_walk_001035_001223_w000000_000045,train_005238_walk_001035_001223,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_005238_walk_001035_001223_w000000_000045.npz
train_005238_walk_002215_002413_w000000_000045,train_005238_walk_002215_002413,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_005238_walk_002215_002413_w000000_000045.npz
train_005238_walk_002805_003090_w000000_000045,train_005238_walk_002805_003090,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_005238_walk_002805_003090_w000000_000045.npz
train_005238_walk_001035_001223_w000002_000047,train_005238_walk_001035_001223,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,2,47,windows/train/walk/train_005238_walk_001035_001223_w000002_000047.npz
train_005238_walk_002215_002413_w000005_000050,train_005238_walk_002215_002413,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,5,50,windows/train/walk/train_005238_walk_002215_002413_w000005_000050.npz
train_005238_walk_000393_000728_w000015_000060,train_005238_walk_000393_000728,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_005238_walk_000393_000728_w000015_000060.npz
train_005238_walk_002805_003090_w000015_000060,train_005238_walk_002805_003090,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_005238_walk_002805_003090_w000015_000060.npz
train_005238_walk_000393_000728_w000030_000075,train_005238_walk_000393_000728,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_005238_walk_000393_000728_w000030_000075.npz
train_005238_walk_000393_000728_w000039_000084,train_005238_walk_000393_000728,MPI_HDM05/bk/HDM_bk_02-01_02_120_poses.npz,walk,walk,bk,39,84,windows/train/walk/train_005238_walk_000393_000728_w000039_000084.npz
train_004740_unknown_mixed_000000_000370_w000000_000045,train_004740_unknown_mixed_000000_000370,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_004740_unknown_mixed_000000_000370_w000000_000045.npz
train_004740_unknown_mixed_001562_001956_w000000_000045,train_004740_unknown_mixed_001562_001956,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_004740_unknown_mixed_001562_001956_w000000_000045.npz
train_004740_unknown_mixed_001104_001337_w000014_000059,train_004740_unknown_mixed_001104_001337,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,14,59,windows/train/unknown_mixed/train_004740_unknown_mixed_001104_001337_w000014_000059.npz
train_004740_unknown_mixed_001562_001956_w000015_000060,train_004740_unknown_mixed_001562_001956,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_004740_unknown_mixed_001562_001956_w000015_000060.npz
train_004740_unknown_mixed_000000_000370_w000030_000075,train_004740_unknown_mixed_000000_000370,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_004740_unknown_mixed_000000_000370_w000030_000075.npz
train_004740_unknown_mixed_002129_002429_w000030_000075,train_004740_unknown_mixed_002129_002429,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_004740_unknown_mixed_002129_002429_w000030_000075.npz
train_004740_unknown_mixed_000000_000370_w000045_000090,train_004740_unknown_mixed_000000_000370,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_004740_unknown_mixed_000000_000370_w000045_000090.npz
train_004740_unknown_mixed_000000_000370_w000048_000093,train_004740_unknown_mixed_000000_000370,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,48,93,windows/train/unknown_mixed/train_004740_unknown_mixed_000000_000370_w000048_000093.npz
train_004740_unknown_mixed_002693_003304_w000075_000120,train_004740_unknown_mixed_002693_003304,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,75,120,windows/train/unknown_mixed/train_004740_unknown_mixed_002693_003304_w000075_000120.npz
train_004740_unknown_mixed_002693_003304_w000108_000153,train_004740_unknown_mixed_002693_003304,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,unknown_mixed,other,bk,108,153,windows/train/unknown_mixed/train_004740_unknown_mixed_002693_003304_w000108_000153.npz
train_004740_walk_000370_000602_w000000_000045,train_004740_walk_000370_000602,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_004740_walk_000370_000602_w000000_000045.npz
train_004740_walk_000926_001104_w000000_000045,train_004740_walk_000926_001104,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_004740_walk_000926_001104_w000000_000045.npz
train_004740_walk_001337_001562_w000000_000045,train_004740_walk_001337_001562,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_004740_walk_001337_001562_w000000_000045.npz
train_004740_walk_002429_002693_w000000_000045,train_004740_walk_002429_002693,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_004740_walk_002429_002693_w000000_000045.npz
train_004740_walk_001337_001562_w000012_000057,train_004740_walk_001337_001562,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,12,57,windows/train/walk/train_004740_walk_001337_001562_w000012_000057.npz
train_004740_walk_000370_000602_w000013_000058,train_004740_walk_000370_000602,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,13,58,windows/train/walk/train_004740_walk_000370_000602_w000013_000058.npz
train_004740_walk_002429_002693_w000015_000060,train_004740_walk_002429_002693,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_004740_walk_002429_002693_w000015_000060.npz
train_004740_walk_002429_002693_w000021_000066,train_004740_walk_002429_002693,MPI_HDM05/bk/HDM_bk_02-01_03_120_poses.npz,walk,walk,bk,21,66,windows/train/walk/train_004740_walk_002429_002693_w000021_000066.npz
train_006808_walk_000570_000905_w000000_000045,train_006808_walk_000570_000905,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006808_walk_000570_000905_w000000_000045.npz
train_006808_walk_002750_003033_w000000_000045,train_006808_walk_002750_003033,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006808_walk_002750_003033_w000000_000045.npz
train_006808_walk_004740_005023_w000000_000045,train_006808_walk_004740_005023,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006808_walk_004740_005023_w000000_000045.npz
train_006808_walk_001210_001528_w000015_000060,train_006808_walk_001210_001528,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006808_walk_001210_001528_w000015_000060.npz
train_006808_walk_003340_003595_w000015_000060,train_006808_walk_003340_003595,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006808_walk_003340_003595_w000015_000060.npz
train_006808_walk_005782_006086_w000015_000060,train_006808_walk_005782_006086,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006808_walk_005782_006086_w000015_000060.npz
train_006808_walk_002750_003033_w000026_000071,train_006808_walk_002750_003033,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,26,71,windows/train/walk/train_006808_walk_002750_003033_w000026_000071.npz
train_006808_walk_001693_002008_w000030_000075,train_006808_walk_001693_002008,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_006808_walk_001693_002008_w000030_000075.npz
train_006808_walk_005348_005652_w000031_000076,train_006808_walk_005348_005652,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,31,76,windows/train/walk/train_006808_walk_005348_005652_w000031_000076.npz
train_006808_walk_000570_000905_w000039_000084,train_006808_walk_000570_000905,MPI_HDM05/bk/HDM_bk_02-02_01_120_poses.npz,walk,walk,bk,39,84,windows/train/walk/train_006808_walk_000570_000905_w000039_000084.npz
train_006757_unknown_mixed_000000_000361_w000000_000045,train_006757_unknown_mixed_000000_000361,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_006757_unknown_mixed_000000_000361_w000000_000045.npz
train_006757_unknown_mixed_002661_002886_w000000_000045,train_006757_unknown_mixed_002661_002886,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_006757_unknown_mixed_002661_002886_w000000_000045.npz
train_006757_unknown_mixed_004681_004911_w000000_000045,train_006757_unknown_mixed_004681_004911,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_006757_unknown_mixed_004681_004911_w000000_000045.npz
train_006757_unknown_mixed_000831_001036_w000007_000052,train_006757_unknown_mixed_000831_001036,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,7,52,windows/train/unknown_mixed/train_006757_unknown_mixed_000831_001036_w000007_000052.npz
train_006757_unknown_mixed_004681_004911_w000013_000058,train_006757_unknown_mixed_004681_004911,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,13,58,windows/train/unknown_mixed/train_006757_unknown_mixed_004681_004911_w000013_000058.npz
train_006757_unknown_mixed_001666_001981_w000015_000060,train_006757_unknown_mixed_001666_001981,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_006757_unknown_mixed_001666_001981_w000015_000060.npz
train_006757_unknown_mixed_003641_003936_w000029_000074,train_006757_unknown_mixed_003641_003936,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,29,74,windows/train/unknown_mixed/train_006757_unknown_mixed_003641_003936_w000029_000074.npz
train_006757_unknown_mixed_005761_006161_w000030_000075,train_006757_unknown_mixed_005761_006161,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_006757_unknown_mixed_005761_006161_w000030_000075.npz
train_006757_unknown_mixed_000000_000361_w000045_000090,train_006757_unknown_mixed_000000_000361,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_006757_unknown_mixed_000000_000361_w000045_000090.npz
train_006757_unknown_mixed_005761_006161_w000055_000100,train_006757_unknown_mixed_005761_006161,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,unknown_mixed,other,bk,55,100,windows/train/unknown_mixed/train_006757_unknown_mixed_005761_006161_w000055_000100.npz
train_006757_walk_000591_000831_w000000_000045,train_006757_walk_000591_000831,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006757_walk_000591_000831_w000000_000045.npz
train_006757_walk_002886_003196_w000000_000045,train_006757_walk_002886_003196,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006757_walk_002886_003196_w000000_000045.npz
train_006757_walk_004911_005236_w000000_000045,train_006757_walk_004911_005236,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_006757_walk_004911_005236_w000000_000045.npz
train_006757_walk_001036_001276_w000015_000060,train_006757_walk_001036_001276,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006757_walk_001036_001276_w000015_000060.npz
train_006757_walk_003316_003641_w000015_000060,train_006757_walk_003316_003641,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006757_walk_003316_003641_w000015_000060.npz
train_006757_walk_005371_005761_w000015_000060,train_006757_walk_005371_005761,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_006757_walk_005371_005761_w000015_000060.npz
train_006757_walk_006161_006426_w000022_000067,train_006757_walk_006161_006426,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,22,67,windows/train/walk/train_006757_walk_006161_006426_w000022_000067.npz
train_006757_walk_003316_003641_w000030_000075,train_006757_walk_003316_003641,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_006757_walk_003316_003641_w000030_000075.npz
train_006757_walk_002886_003196_w000033_000078,train_006757_walk_002886_003196,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,33,78,windows/train/walk/train_006757_walk_002886_003196_w000033_000078.npz
train_006757_walk_005371_005761_w000053_000098,train_006757_walk_005371_005761,MPI_HDM05/bk/HDM_bk_02-02_02_120_poses.npz,walk,walk,bk,53,98,windows/train/walk/train_006757_walk_005371_005761_w000053_000098.npz
train_003601_unknown_mixed_000000_000205_w000000_000045,train_003601_unknown_mixed_000000_000205,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_003601_unknown_mixed_000000_000205_w000000_000045.npz
train_003601_unknown_mixed_002758_003055_w000000_000045,train_003601_unknown_mixed_002758_003055,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_003601_unknown_mixed_002758_003055_w000000_000045.npz
train_003601_unknown_mixed_005778_006449_w000000_000045,train_003601_unknown_mixed_005778_006449,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_003601_unknown_mixed_005778_006449_w000000_000045.npz
train_003601_unknown_mixed_001745_002028_w000015_000060,train_003601_unknown_mixed_001745_002028,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_003601_unknown_mixed_001745_002028_w000015_000060.npz
train_003601_unknown_mixed_004728_005025_w000015_000060,train_003601_unknown_mixed_004728_005025,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_003601_unknown_mixed_004728_005025_w000015_000060.npz
train_003601_unknown_mixed_000790_001050_w000020_000065,train_003601_unknown_mixed_000790_001050,MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npz,unknown_mixed,other,bk,20,65,windows/train/unknown_mixed/train_003601_unknown_mixed_000790_001050_w000020_000065.npz
